                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 1.0899,                0.92001,                 1.2174,                0.87807,                0.85745,                0.90218,                0.64763,                  1.029,                0.58987,                 1.1297,               0.008185,               0.008185,               0.008185
                     57,                 1.0886,                0.91785,                 1.2139,                0.87947,                0.85661,                0.90257,                 0.6479,                 1.0285,                0.58936,                  1.129,               0.008152,               0.008152,               0.008152
                     58,                 1.0878,                0.91958,                 1.2144,                0.87856,                0.85688,                0.90274,                0.64815,                 1.0282,                0.58921,                 1.1284,               0.008119,               0.008119,               0.008119
                     59,                 1.0894,                0.91639,                 1.2154,                0.87852,                0.85704,                0.90306,                0.64811,                 1.0284,                0.58836,                 1.1284,               0.008086,               0.008086,               0.008086
                     60,                 1.0864,                0.91165,                 1.2121,                 0.8782,                 0.8566,                0.90313,                0.64845,                 1.0278,                0.58755,                 1.1279,               0.008053,               0.008053,               0.008053
                     61,                 1.0884,                0.91427,                 1.2144,                 0.8784,                0.85778,                0.90329,                0.64874,                 1.0275,                0.58697,                 1.1277,                0.00802,                0.00802,                0.00802
                     62,                 1.0866,                0.91217,                 1.2137,                0.88033,                 0.8562,                 0.9032,                0.64873,                 1.0274,                0.58651,                 1.1276,               0.007987,               0.007987,               0.007987
                     63,                 1.0882,                 0.9135,                 1.2152,                0.87955,                0.85681,                  0.903,                0.64878,                 1.0275,                0.58571,                 1.1274,               0.007954,               0.007954,               0.007954
                     64,                 1.0856,                0.90935,                 1.2106,                0.87923,                0.85711,                0.90309,                0.64874,                 1.0276,                0.58542,                 1.1272,               0.007921,               0.007921,               0.007921
                     65,                 1.0877,                0.91068,                 1.2142,                0.88063,                0.85621,                0.90322,                0.64872,                 1.0271,                0.58535,                 1.1265,               0.007888,               0.007888,               0.007888
                     66,                 1.0844,                0.90683,                 1.2124,                0.87911,                0.85669,                0.90313,                0.64901,                  1.027,                0.58499,                 1.1263,               0.007855,               0.007855,               0.007855
                     67,                 1.0844,                0.90771,                 1.2126,                0.87739,                 0.8587,                 0.9032,                0.64906,                 1.0272,                0.58461,                 1.1265,               0.007822,               0.007822,               0.007822
                     68,                 1.0824,                 0.9067,                 1.2122,                0.87664,                0.86007,                0.90338,                0.64924,                 1.0269,                  0.584,                 1.1262,               0.007789,               0.007789,               0.007789
                     69,                 1.0814,                0.90183,                 1.2105,                0.87706,                 0.8601,                0.90345,                0.64941,                 1.0269,                0.58324,                 1.1261,               0.007756,               0.007756,               0.007756
                     70,                 1.0833,                0.89996,                 1.2118,                0.87939,                0.85928,                0.90384,                0.64969,                 1.0267,                0.58254,                 1.1258,               0.007723,               0.007723,               0.007723
                     71,                 1.0828,                0.90107,                 1.2095,                0.87909,                0.86003,                0.90378,                 0.6497,                 1.0267,                0.58183,                 1.1258,                0.00769,                0.00769,                0.00769
                     72,                 1.0837,                0.90389,                 1.2129,                0.87726,                0.86178,                0.90383,                0.64993,                 1.0265,                0.58114,                 1.1255,               0.007657,               0.007657,               0.007657
                     73,                 1.0829,                0.89883,                 1.2098,                0.87648,                0.86264,                0.90396,                0.64985,                 1.0264,                0.58039,                 1.1254,               0.007624,               0.007624,               0.007624
                     74,                 1.0805,                0.89918,                 1.2094,                0.87531,                0.86392,                0.90424,                0.65007,                 1.0261,                0.57993,                  1.125,               0.007591,               0.007591,               0.007591
                     75,                 1.0812,                 0.8955,                 1.2085,                0.87597,                 0.8642,                0.90442,                0.65036,                 1.0259,                0.57929,                 1.1247,               0.007558,               0.007558,               0.007558
                     76,                 1.0794,                0.89527,                 1.2105,                0.87575,                0.86469,                0.90461,                0.65045,                  1.026,                0.57868,                 1.1247,               0.007525,               0.007525,               0.007525
                     77,                 1.0797,                0.89189,                 1.2079,                 0.8752,                0.86492,                0.90448,                0.65045,                 1.0255,                0.57797,                 1.1241,               0.007492,               0.007492,               0.007492
                     78,                 1.0797,                0.89351,                 1.2111,                 0.8747,                0.86525,                0.90431,                0.65055,                 1.0255,                 0.5773,                 1.1241,               0.007459,               0.007459,               0.007459
                     79,                 1.0767,                0.89138,                 1.2071,                 0.8747,                0.86643,                0.90449,                0.65074,                 1.0252,                0.57702,                 1.1238,               0.007426,               0.007426,               0.007426
                     80,                 1.0793,                0.89303,                 1.2083,                0.87592,                0.86614,                0.90442,                0.65124,                 1.0249,                0.57683,                 1.1234,               0.007393,               0.007393,               0.007393
                     81,                  1.077,                0.88883,                 1.2079,                0.87498,                0.86631,                 0.9045,                0.65142,                 1.0241,                0.57572,                 1.1232,                0.00736,                0.00736,                0.00736
                     82,                  1.077,                0.88625,                 1.2055,                0.87454,                 0.8661,                0.90449,                0.65129,                 1.0236,                0.57542,                 1.1231,               0.007327,               0.007327,               0.007327
                     83,                 1.0761,                0.88984,                 1.2055,                0.87521,                0.86522,                 0.9047,                0.65159,                  1.023,                0.57521,                 1.1229,               0.007294,               0.007294,               0.007294
                     84,                 1.0739,                0.88625,                 1.2062,                0.87489,                0.86535,                0.90464,                0.65172,                 1.0232,                0.57493,                 1.1229,               0.007261,               0.007261,               0.007261
                     85,                 1.0772,                0.88601,                 1.2049,                 0.8759,                0.86487,                0.90503,                0.65197,                 1.0224,                0.57444,                 1.1224,               0.007228,               0.007228,               0.007228
                     86,                 1.0743,                0.88417,                 1.2081,                0.87546,                0.86615,                0.90504,                0.65236,                 1.0224,                0.57355,                 1.1226,               0.007195,               0.007195,               0.007195
                     87,                 1.0766,                0.88687,                 1.2076,                0.87666,                0.86463,                0.90498,                0.65244,                 1.0221,                0.57341,                 1.1226,               0.007162,               0.007162,               0.007162
                     88,                  1.075,                0.88378,                  1.203,                0.87574,                0.86497,                0.90512,                0.65271,                  1.022,                 0.5731,                 1.1224,               0.007129,               0.007129,               0.007129
                     89,                 1.0741,                0.88244,                 1.2045,                0.87509,                0.86512,                0.90503,                0.65277,                 1.0217,                0.57319,                 1.1221,               0.007096,               0.007096,               0.007096
                     90,                 1.0724,                0.88129,                 1.2032,                0.87671,                0.86526,                0.90495,                 0.6527,                 1.0214,                0.57297,                 1.1217,               0.007063,               0.007063,               0.007063
                     91,                 1.0716,                0.87732,                 1.2031,                0.87599,                0.86561,                0.90528,                 0.6529,                 1.0214,                0.57247,                 1.1215,                0.00703,                0.00703,                0.00703
                     92,                 1.0708,                0.88081,                 1.2036,                0.87674,                0.86538,                0.90548,                0.65319,                 1.0215,                0.57218,                 1.1216,               0.006997,               0.006997,               0.006997
                     93,                  1.073,                0.87993,                 1.2038,                0.87684,                0.86581,                0.90564,                0.65337,                 1.0215,                0.57205,                 1.1215,               0.006964,               0.006964,               0.006964
                     94,                 1.0693,                0.87403,                 1.2019,                0.87788,                0.86611,                0.90572,                0.65349,                 1.0214,                0.57186,                 1.1215,               0.006931,               0.006931,               0.006931
                     95,                 1.0695,                0.87388,                 1.2019,                0.87742,                0.86625,                0.90546,                0.65336,                 1.0217,                0.57159,                 1.1214,               0.006898,               0.006898,               0.006898
                     96,                 1.0678,                0.87458,                 1.1997,                0.87766,                0.86531,                0.90535,                0.65348,                 1.0217,                0.57109,                 1.1211,               0.006865,               0.006865,               0.006865
                     97,                 1.0676,                0.87605,                 1.2023,                0.87648,                0.86761,                0.90574,                0.65362,                 1.0215,                0.57129,                 1.1208,               0.006832,               0.006832,               0.006832
                     98,                 1.0669,                0.87268,                 1.2027,                0.87592,                 0.8676,                0.90552,                 0.6537,                 1.0217,                0.57119,                 1.1209,               0.006799,               0.006799,               0.006799
                     99,                 1.0675,                0.87121,                 1.2049,                0.87845,                0.86678,                0.90577,                0.65378,                 1.0224,                0.57089,                 1.1214,               0.006766,               0.006766,               0.006766
                    100,                 1.0652,                0.87082,                 1.2003,                0.88004,                0.86505,                0.90591,                0.65369,                 1.0223,                0.57048,                 1.1214,               0.006733,               0.006733,               0.006733
                    101,                 1.0652,                0.87117,                 1.2031,                0.87939,                0.86611,                0.90597,                 0.6539,                 1.0221,                 0.5701,                 1.1213,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.0684,                0.86735,                 1.2011,                0.87822,                0.86715,                0.90616,                0.65404,                 1.0219,                 0.5697,                 1.1209,               0.006667,               0.006667,               0.006667
                    103,                 1.0683,                0.86783,                 1.2019,                0.87999,                0.86506,                0.90617,                0.65394,                 1.0216,                0.56916,                 1.1207,               0.006634,               0.006634,               0.006634
                    104,                 1.0654,                0.86616,                 1.1978,                   0.88,                0.86498,                 0.9061,                0.65386,                  1.021,                0.56874,                 1.1198,               0.006601,               0.006601,               0.006601
                    105,                 1.0636,                0.86506,                 1.1971,                0.87834,                0.86599,                0.90596,                0.65392,                 1.0211,                 0.5684,                 1.1195,               0.006568,               0.006568,               0.006568
                    106,                 1.0643,                0.86693,                 1.1971,                 0.8774,                0.86741,                0.90618,                0.65414,                 1.0208,                0.56836,                 1.1192,               0.006535,               0.006535,               0.006535
                    107,                 1.0671,                0.86683,                 1.1991,                0.87668,                0.86831,                0.90632,                0.65432,                 1.0208,                0.56826,                 1.1191,               0.006502,               0.006502,               0.006502
                    108,                 1.0643,                0.86082,                  1.198,                0.87463,                0.87134,                0.90643,                 0.6543,                 1.0208,                  0.568,                 1.1191,               0.006469,               0.006469,               0.006469
                    109,                 1.0633,                 0.8566,                 1.1959,                0.87526,                 0.8708,                0.90636,                0.65435,                 1.0208,                0.56755,                 1.1187,               0.006436,               0.006436,               0.006436
                    110,                 1.0618,                0.86184,                 1.1965,                0.87771,                0.86818,                0.90646,                0.65456,                  1.021,                0.56752,                 1.1187,               0.006403,               0.006403,               0.006403
                    111,                  1.064,                0.85984,                 1.1967,                0.87863,                0.86728,                0.90669,                0.65481,                 1.0212,                0.56735,                 1.1187,                0.00637,                0.00637,                0.00637
                    112,                 1.0626,                  0.856,                 1.1958,                0.87816,                0.86806,                0.90672,                0.65492,                  1.021,                0.56668,                 1.1184,               0.006337,               0.006337,               0.006337
                    113,                 1.0642,                0.85882,                 1.1966,                0.87655,                0.87073,                0.90671,                0.65497,                 1.0208,                0.56631,                 1.1182,               0.006304,               0.006304,               0.006304
                    114,                 1.0605,                0.85306,                 1.1951,                0.87634,                0.87105,                0.90654,                0.65502,                 1.0204,                0.56587,                 1.1178,               0.006271,               0.006271,               0.006271
                    115,                 1.0606,                0.85599,                 1.1953,                0.87511,                0.87211,                 0.9065,                0.65523,                 1.0202,                0.56581,                 1.1175,               0.006238,               0.006238,               0.006238
                    116,                 1.0608,                 0.8564,                  1.196,                0.87683,                0.87079,                0.90664,                0.65555,                 1.0198,                0.56544,                 1.1173,               0.006205,               0.006205,               0.006205
                    117,                 1.0596,                0.85301,                 1.1944,                0.87596,                0.87108,                0.90694,                0.65577,                 1.0188,                0.56492,                 1.1165,               0.006172,               0.006172,               0.006172
                    118,                 1.0569,                 0.8483,                 1.1921,                0.87607,                 0.8705,                0.90663,                0.65581,                 1.0185,                0.56463,                 1.1161,               0.006139,               0.006139,               0.006139
                    119,                 1.0563,                 0.8504,                  1.192,                0.87436,                0.87185,                0.90675,                0.65606,                 1.0183,                0.56414,                 1.1159,               0.006106,               0.006106,               0.006106
                    120,                 1.0583,                0.85308,                 1.1919,                0.87504,                0.87283,                0.90678,                0.65622,                 1.0182,                0.56387,                 1.1157,               0.006073,               0.006073,               0.006073
                    121,                 1.0563,                 0.8508,                 1.1917,                0.87426,                0.87356,                0.90711,                0.65644,                 1.0182,                0.56326,                 1.1156,                0.00604,                0.00604,                0.00604
                    122,                 1.0578,                0.84668,                 1.1931,                0.87579,                0.87231,                0.90719,                0.65663,                 1.0178,                 0.5633,                 1.1154,               0.006007,               0.006007,               0.006007
                    123,                 1.0531,                0.84681,                 1.1924,                0.87675,                 0.8725,                0.90721,                0.65643,                 1.0173,                 0.5631,                 1.1153,               0.005974,               0.005974,               0.005974
                    124,                 1.0558,                0.84795,                 1.1934,                 0.8755,                0.87351,                0.90694,                0.65673,                 1.0171,                0.56278,                 1.1154,               0.005941,               0.005941,               0.005941
                    125,                  1.054,                0.84828,                  1.193,                0.87499,                0.87436,                0.90705,                0.65637,                 1.0169,                 0.5623,                 1.1154,               0.005908,               0.005908,               0.005908
                    126,                 1.0561,                0.84581,                 1.1912,                0.87566,                0.87425,                0.90741,                0.65627,                 1.0164,                0.56193,                  1.115,               0.005875,               0.005875,               0.005875
                    127,                  1.054,                0.84408,                 1.1927,                0.87504,                0.87383,                0.90718,                0.65635,                 1.0166,                 0.5616,                 1.1151,               0.005842,               0.005842,               0.005842
                    128,                 1.0515,                0.84139,                  1.192,                0.87566,                0.87347,                0.90716,                0.65679,                 1.0159,                0.56118,                 1.1149,               0.005809,               0.005809,               0.005809
                    129,                  1.054,                0.84378,                 1.1912,                0.87333,                0.87441,                0.90707,                0.65669,                 1.0157,                0.56062,                 1.1148,               0.005776,               0.005776,               0.005776
                    130,                 1.0515,                0.84256,                 1.1909,                0.87504,                0.87207,                0.90683,                 0.6566,                 1.0153,                0.56011,                 1.1146,               0.005743,               0.005743,               0.005743
                    131,                 1.0521,                0.83975,                 1.1922,                0.87575,                0.87184,                0.90696,                0.65672,                 1.0155,                0.55988,                 1.1148,                0.00571,                0.00571,                0.00571
                    132,                 1.0514,                0.83878,                 1.1877,                 0.8764,                0.87168,                 0.9069,                0.65683,                 1.0157,                0.55944,                 1.1146,               0.005677,               0.005677,               0.005677
                    133,                 1.0528,                 0.8374,                 1.1893,                0.87667,                0.87088,                0.90688,                0.65676,                 1.0154,                0.55925,                 1.1138,               0.005644,               0.005644,               0.005644
